01A,2,2x5,abstrakt,Telekom,6.050.000
02A,2,2x5,abstrakt,Telekom,6.050.000
03A,2,2x5,abstrakt,Telekom,5.000.000
04A,2,2x5,abstrakt,Telekom,5.000.000
05A,2,2x5,abstrakt,Vodafone,5.000.000
06A,2,2x5,abstrakt,1und1 DRI,5.500.000
07A,2,2x5,abstrakt,Vodafone,27.500.000
08A,2,2x5,abstrakt,1und1 DRI,25.000.000
09A,2,2x5,abstrakt,TEF DE,3.750.000,2026
10A,2,2x5,abstrakt,1und1 DRI,4.125.000,2026
11A,2,2x5,abstrakt,1und1 DRI,23.750.000,2026
12A,2,2x5,abstrakt,Vodafone,26.125.000,2026
01K,3.6,1x20,konkret,-,0
02A,3.6,1x10,abstrakt,Telekom,1.700.000
03A,3.6,1x10,abstrakt,Telekom,1.700.000
04A,3.6,1x10,abstrakt,Vodafone,1.700.000
05A,3.6,1x10,abstrakt,Vodafone,1.700.000
06A,3.6,1x10,abstrakt,Vodafone,1.700.000
07A,3.6,1x10,abstrakt,Vodafone,1.700.000
08A,3.6,1x10,abstrakt,Vodafone,1.700.000
09A,3.6,1x10,abstrakt,Vodafone,1.700.000
10A,3.6,1x10,abstrakt,Vodafone,1.700.000
11A,3.6,1x10,abstrakt,Telekom,1.870.000
12A,3.6,1x10,abstrakt,Telekom,1.870.000
13A,3.6,1x10,abstrakt,Telekom,1.870.000
14A,3.6,1x10,abstrakt,TEF DE,1.700.000
15A,3.6,1x10,abstrakt,TEF DE,1.700.000
16A,3.6,1x10,abstrakt,TEF DE,1.700.000
17A,3.6,1x10,abstrakt,TEF DE,1.700.000
18A,3.6,1x10,abstrakt,Vodafone,1.870.000
19A,3.6,1x10,abstrakt,Vodafone,1.870.000
20A,3.6,1x10,abstrakt,TEF DE,1.870.000
21A,3.6,1x10,abstrakt,TEF DE,1.870.000
22A,3.6,1x10,abstrakt,TEF DE,1.870.000
23A,3.6,1x10,abstrakt,1und1 DRI,1.870.000
24A,3.6,1x10,abstrakt,1und1 DRI,21.700.000
25A,3.6,1x10,abstrakt,1und1 DRI,21.700.000
26A,3.6,1x10,abstrakt,1und1 DRI,21.700.000
27A,3.6,1x10,abstrakt,1und1 DRI,21.700.000
28A,3.6,1x10,abstrakt,1und1 DRI,21.700.000
29K,3.6,1x10,konkret,Telekom,23.870.000
