01A,2,2,5,abstrakt,Telekom,213312000,2019
02A,2,2,5,abstrakt,Telekom,213381000,2019
03A,2,2,5,abstrakt,Vodafone,211652000,2019
04A,2,2,5,abstrakt,TEF DE,211274000,2019
05A,2,2,5,abstrakt,Vodafone,212237000,2019
06A,2,2,5,abstrakt,Telekom,211157000,2019
07A,2,2,5,abstrakt,1und1 DRI,209624000,2019
08A,2,2,5,abstrakt,Vodafone,209481000,2019
09A,2,2,5,abstrakt,Telekom,160364000,2026
10A,2,2,5,abstrakt,Telekom,156879000,2026
11A,2,2,5,abstrakt,Telekom,159062000,2026
12A,2,2,5,abstrakt,Telekom,158457000,2026
01K,3.6,1,20,konkret,Vodafone,44373000,2019
02A,3.6,1,10,abstrakt,TEF DE,101253000,2019
03A,3.6,1,10,abstrakt,1und1 DRI,104829000,2019
04A,3.6,1,10,abstrakt,-,0,2019
05A,3.6,1,10,abstrakt,Telekom,101714000,2019
06A,3.6,1,10,abstrakt,TEF DE,101543000,2019
07A,3.6,1,10,abstrakt,Telekom,98796000,2019
08A,3.6,1,10,abstrakt,Telekom,98677000,2019
09A,3.6,1,10,abstrakt,TEF DE,100995000,2019
10A,3.6,1,10,abstrakt,TEF DE,101291000,2019
11A,3.6,1,10,abstrakt,1und1 DRI,103453000,2019
12A,3.6,1,10,abstrakt,Vodafone,102760000,2019
13A,3.6,1,10,abstrakt,Telekom,101838000,2019
14A,3.6,1,10,abstrakt,Telekom,98915000,2019
15A,3.6,1,10,abstrakt,Telekom,98293000,2019
16A,3.6,1,10,abstrakt,Telekom,99210000,2019
17A,3.6,1,10,abstrakt,TEF DE,101204000,2019
18A,3.6,1,10,abstrakt,Vodafone,100216000,2019
19A,3.6,1,10,abstrakt,1und1 DRI,101917000,2019
20A,3.6,1,10,abstrakt,1und1 DRI,101917000,2019
21A,3.6,1,10,abstrakt,Vodafone,101006000,2019
22A,3.6,1,10,abstrakt,TEF DE,102749000,2019
23A,3.6,1,10,abstrakt,Vodafone,100220000,2019
24A,3.6,1,10,abstrakt,Vodafone,101125000,2019
25A,3.6,1,10,abstrakt,Vodafone,101115000,2019
26A,3.6,1,10,abstrakt,Telekom,102744000,2019
27A,3.6,1,10,abstrakt,1und1 DRI,103250000,2019
28A,3.6,1,10,abstrakt,TEF DE,113873000,2019
29K,3.6,1,10,konkret,Telekom,127597000,2019
