01A,2,2,5,abstrakt,Telekom,213312000,2019
02A,2,2,5,abstrakt,Telekom,213381000,2019
03A,2,2,5,abstrakt,Vodafone,211652000,2019
04A,2,2,5,abstrakt,TEF DE,211274000,2019
05A,2,2,5,abstrakt,Vodafone,212237000,2019
06A,2,2,5,abstrakt,Telekom,211157000,2019
07A,2,2,5,abstrakt,Vodafone,213816000,2019
08A,2,2,5,abstrakt,Telekom,213670000,2019
09A,2,2,5,abstrakt,1und1 DRI,166842000,2026
10A,2,2,5,abstrakt,1und1 DRI,166500000,2026
11A,2,2,5,abstrakt,TEF DE,165487000,2026
12A,2,2,5,abstrakt,Vodafone,164858000,2026
01K,3.6,1,20,konkret,Vodafone,44373000,2019
02A,3.6,1,10,abstrakt,Telekom,146593000,2019
03A,3.6,1,10,abstrakt,TEF DE,145942000,2019
04A,3.6,1,10,abstrakt,Vodafone,135043000,2019
05A,3.6,1,10,abstrakt,Vodafone,135220000,2019
06A,3.6,1,10,abstrakt,TEF DE,133977000,2019
07A,3.6,1,10,abstrakt,TEF DE,134705000,2019
08A,3.6,1,10,abstrakt,1und1 DRI,133797000,2019
09A,3.6,1,10,abstrakt,Vodafone,146253000,2019
10A,3.6,1,10,abstrakt,1und1 DRI,135290000,2019
11A,3.6,1,10,abstrakt,Telekom,133821000,2019
12A,3.6,1,10,abstrakt,1und1 DRI,145925000,2019
13A,3.6,1,10,abstrakt,TEF DE,135396000,2019
14A,3.6,1,10,abstrakt,1und1 DRI,146119000,2019
15A,3.6,1,10,abstrakt,Telekom,146296000,2019
16A,3.6,1,10,abstrakt,Telekom,146527000,2019
17A,3.6,1,10,abstrakt,TEF DE,135192000,2019
18A,3.6,1,10,abstrakt,Vodafone,134081000,2019
19A,3.6,1,10,abstrakt,TEF DE,134471000,2019
20A,3.6,1,10,abstrakt,Telekom,134471000,2019
21A,3.6,1,10,abstrakt,Vodafone,146267000,2019
22A,3.6,1,10,abstrakt,1und1 DRI,133908000,2019
23A,3.6,1,10,abstrakt,TEF DE,134086000,2019
24A,3.6,1,10,abstrakt,Telekom,146424000,2019
25A,3.6,1,10,abstrakt,Telekom,146410000,2019
26A,3.6,1,10,abstrakt,1und1 DRI,133901000,2019
27A,3.6,1,10,abstrakt,Telekom,135219000,2019
28A,3.6,1,10,abstrakt,Vodafone,146417000,2019
29K,3.6,1,10,konkret,Telekom,148405000,2019
