01A,2,2x5,abstrakt,Telekom,72.091.000
02A,2,2x5,abstrakt,Telekom,72.091.000
03A,2,2x5,abstrakt,Vodafone,79.271.000
04A,2,2x5,abstrakt,Vodafone,79.271.000
05A,2,2x5,abstrakt,Telekom,79.321.000
06A,2,2x5,abstrakt,TEF DE,73.854.000
07A,2,2x5,abstrakt,Vodafone,78.469.000
08A,2,2x5,abstrakt,Telekom,86.315.000
09A,2,2x5,abstrakt,1und1 DRI,59.551.000,2026
10A,2,2x5,abstrakt,Vodafone,67.631.000,2026
11A,2,2x5,abstrakt,1und1 DRI,60.936.000,2026
12A,2,2x5,abstrakt,TEF DE,67.016.000,2026
01K,3.6,1x20,konkret,1und1 DRI,2.200.000
02A,3.6,1x10,abstrakt,1und1 DRI,27.735.000
03A,3.6,1x10,abstrakt,TEF DE,31.248.000
04A,3.6,1x10,abstrakt,Vodafone,26.725.000
05A,3.6,1x10,abstrakt,1und1 DRI,26.803.000
06A,3.6,1x10,abstrakt,Vodafone,26.803.000
07A,3.6,1x10,abstrakt,TEF DE,29.474.000
08A,3.6,1x10,abstrakt,1und1 DRI,26.473.000
09A,3.6,1x10,abstrakt,1und1 DRI,26.529.000
10A,3.6,1x10,abstrakt,1und1 DRI,30.475.000
11A,3.6,1x10,abstrakt,TEF DE,27.705.000
12A,3.6,1x10,abstrakt,TEF DE,27.705.000
13A,3.6,1x10,abstrakt,Vodafone,26.480.000
14A,3.6,1x10,abstrakt,TEF DE,29.095.000
15A,3.6,1x10,abstrakt,Vodafone,26.482.000
16A,3.6,1x10,abstrakt,TEF DE,27.705.000
17A,3.6,1x10,abstrakt,Telekom,29.819.000
18A,3.6,1x10,abstrakt,Telekom,26.842.000
19A,3.6,1x10,abstrakt,Telekom,26.842.000
20A,3.6,1x10,abstrakt,Telekom,29.526.000
21A,3.6,1x10,abstrakt,Telekom,28.602.000
22A,3.6,1x10,abstrakt,Vodafone,26.002.000
23A,3.6,1x10,abstrakt,Vodafone,26.002.000
24A,3.6,1x10,abstrakt,Vodafone,23.870.000
25A,3.6,1x10,abstrakt,Vodafone,23.870.000
26A,3.6,1x10,abstrakt,Telekom,26.279.000
27A,3.6,1x10,abstrakt,Telekom,26.279.000
28A,3.6,1x10,abstrakt,Telekom,26.279.000
29K,3.6,1x10,konkret,Telekom,23.870.000
