01A,2,2,5,abstrakt,1und1 DRI,185969000,2019
02A,2,2,5,abstrakt,Vodafone,186030000,2019
03A,2,2,5,abstrakt,Telekom,188211000,2019
04A,2,2,5,abstrakt,Vodafone,182508000,2019
05A,2,2,5,abstrakt,Telekom,188732000,2019
06A,2,2,5,abstrakt,1und1 DRI,184090000,2019
07A,2,2,5,abstrakt,Telekom,177532000,2019
08A,2,2,5,abstrakt,TEF DE,186281000,2019
09A,2,2,5,abstrakt,1und1 DRI,142604000,2026
10A,2,2,5,abstrakt,1und1 DRI,143608000,2026
11A,2,2,5,abstrakt,TEF DE,141356000,2026
12A,2,2,5,abstrakt,Vodafone,145052000,2026
01K,3.6,1,20,konkret,-,0,2019
02A,3.6,1,10,abstrakt,Telekom,68014000,2019
03A,3.6,1,10,abstrakt,1und1 DRI,90314000,2019
04A,3.6,1,10,abstrakt,Vodafone,101395000,2019
05A,3.6,1,10,abstrakt,Vodafone,68930000,2019
06A,3.6,1,10,abstrakt,TEF DE,68982000,2019
07A,3.6,1,10,abstrakt,1und1 DRI,77886000,2019
08A,3.6,1,10,abstrakt,Telekom,71537000,2019
09A,3.6,1,10,abstrakt,Telekom,71515000,2019
10A,3.6,1,10,abstrakt,Telekom,65942000,2019
11A,3.6,1,10,abstrakt,1und1 DRI,89003000,2019
12A,3.6,1,10,abstrakt,Vodafone,95930000,2019
13A,3.6,1,10,abstrakt,Telekom,66358000,2019
14A,3.6,1,10,abstrakt,Telekom,71494000,2019
15A,3.6,1,10,abstrakt,Telekom,69683000,2019
16A,3.6,1,10,abstrakt,Telekom,67964000,2019
17A,3.6,1,10,abstrakt,Vodafone,74709000,2019
18A,3.6,1,10,abstrakt,Vodafone,73974000,2019
19A,3.6,1,10,abstrakt,1und1 DRI,87540000,2019
20A,3.6,1,10,abstrakt,1und1 DRI,87540000,2019
21A,3.6,1,10,abstrakt,Vodafone,74564000,2019
22A,3.6,1,10,abstrakt,TEF DE,70129000,2019
23A,3.6,1,10,abstrakt,TEF DE,70129000,2019
24A,3.6,1,10,abstrakt,Vodafone,71754000,2019
25A,3.6,1,10,abstrakt,Vodafone,71754000,2019
26A,3.6,1,10,abstrakt,1und1 DRI,91172000,2019
27A,3.6,1,10,abstrakt,1und1 DRI,88810000,2019
28A,3.6,1,10,abstrakt,TEF DE,109443000,2019
29K,3.6,1,10,konkret,1und1 DRI,100092000,2019
