01A,2,2,5,abstrakt,Vodafone,109230000,2019
02A,2,2,5,abstrakt,Telekom,109230000,2019
03A,2,2,5,abstrakt,Telekom,95917000,2019
04A,2,2,5,abstrakt,1und1 DRI,107198000,2019
05A,2,2,5,abstrakt,Telekom,95978000,2019
06A,2,2,5,abstrakt,Telekom,98298000,2019
07A,2,2,5,abstrakt,1und1 DRI,114946000,2019
08A,2,2,5,abstrakt,Vodafone,104440000,2019
09A,2,2,5,abstrakt,1und1 DRI,92056000,2026
10A,2,2,5,abstrakt,Vodafone,67631000,2026
11A,2,2,5,abstrakt,TEF DE,67029000,2026
12A,2,2,5,abstrakt,1und1 DRI,93717000,2026
01K,3.6,1,20,konkret,-,0,2019
02A,3.6,1,10,abstrakt,TEF DE,30508000,2019
03A,3.6,1,10,abstrakt,TEF DE,31248000,2019
04A,3.6,1,10,abstrakt,1und1 DRI,49397000,2019
05A,3.6,1,10,abstrakt,Telekom,32431000,2019
06A,3.6,1,10,abstrakt,TEF DE,32431000,2019
07A,3.6,1,10,abstrakt,Telekom,32421000,2019
08A,3.6,1,10,abstrakt,Vodafone,32032000,2019
09A,3.6,1,10,abstrakt,Telekom,32099000,2019
10A,3.6,1,10,abstrakt,TEF DE,33522000,2019
11A,3.6,1,10,abstrakt,Vodafone,30475000,2019
12A,3.6,1,10,abstrakt,Vodafone,30475000,2019
13A,3.6,1,10,abstrakt,Vodafone,32040000,2019
14A,3.6,1,10,abstrakt,Vodafone,32004000,2019
15A,3.6,1,10,abstrakt,TEF DE,32043000,2019
16A,3.6,1,10,abstrakt,Telekom,30475000,2019
17A,3.6,1,10,abstrakt,Telekom,29819000,2019
18A,3.6,1,10,abstrakt,Telekom,32478000,2019
19A,3.6,1,10,abstrakt,TEF DE,32478000,2019
20A,3.6,1,10,abstrakt,TEF DE,32478000,2019
21A,3.6,1,10,abstrakt,Vodafone,31462000,2019
22A,3.6,1,10,abstrakt,1und1 DRI,48602000,2019
23A,3.6,1,10,abstrakt,1und1 DRI,48602000,2019
24A,3.6,1,10,abstrakt,1und1 DRI,46257000,2019
25A,3.6,1,10,abstrakt,1und1 DRI,46257000,2019
26A,3.6,1,10,abstrakt,Telekom,31796000,2019
27A,3.6,1,10,abstrakt,TEF DE,31796000,2019
28A,3.6,1,10,abstrakt,1und1 DRI,48906000,2019
29K,3.6,1,10,konkret,Telekom,50882000,2019
